id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis 
2649554,Midnight Special,112,2016,6.6,76,74553,3707794,PG-13,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers."
2650978,Das finstere Tal,115,2014,7.1,,11754,,,"Through a hidden path a lone rider reaches a little town high up in the Alps. Nobody knows where the stranger comes from, nor what he wants there. But everyone knows that they don't want him to stay."
2652092,The Good Lie,110,2014,7.4,65,26777,2716989,PG-13,"A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives."
2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",96,2016,6.1,47,17507,,PG-13,"A story of lost love, young love, a legendary sword and one last opportunity at redemption."
2659414,7-beon-bang-ui seon-mul,127,2013,8.2,,15943,,,A story about the love between a mentally-ill father and his lovingly adorable daughter.
2660888,Zvezdne steze: onkraj,122,2016,7.1,68,224911,158848340,PG-13,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test."
2667380,Kill Command,99,2016,5.7,,12994,,,"Set in a near future, technology-reliant society that pits man against killing machines."
2668134,Vesoljski pirat kapitan Harlock,115,2013,6.4,,11449,,,"Mankind is dying. Only one man can do anything about it, Space Captain Harlock, but the Gaia Coalition will stop at nothing to end him."
2669336,Time Lapse,104,2014,6.5,50,40920,,,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop."
2671706,Fences,139,2016,7.2,79,96235,57642961,PG-13,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life."
2674358,The Hunter's Prayer,91,2017,5.6,35,7933,,R,An assassin helps a young woman avenge the death of her family.
2674426,Ob tebi,106,2016,7.4,51,203289,56245075,PG-13,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.
2674430,Approaching the Unknown,90,2016,4.8,53,8159,,R,A U.S. astronaut prepares for a mission to Mars.
2674454,Churchill,105,2017,6.1,44,11862,1281258,PG,"Ninety-six hours before the World War II invasion of Normandy, British Prime Minister Winston Churchill struggles with his severe reservations with Operation Overlord and his increasingly marginalized role in the war effort."
2675914,Amaterji,116,2014,7.2,74,24279,49284,R,"After his son is murdered by drug dealers, a snowplow driver starts seeking revenge."
2678948,Jilla,185,2014,6.0,,9591,230221,,"A looming gangster after witnessing a bone chilling event, stands up against his father's prejudice."
2679042,Hitman: agent 47,96,2015,5.7,28,84613,22467450,R,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.
2679552,I.T.,95,2016,5.5,27,14675,,,A millionaire has his life turned upside down after firing his I.T. consultant.
2690138,The D Train,101,2015,5.0,,10513,660994,R,The head of a high school reunion committee tries to get the most popular guy in school to attend their class' upcoming 20-year reunion.
2692250,Night at the Museum: Secret of the Tomb,98,2014,6.2,47,104582,113746621,PG,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever."
2692904,Locke,85,2013,7.1,81,133465,1361423,R,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence."
2693664,Young Ones,100,2014,5.9,47,9177,,R,"Set in the future when water is hard to find, a teenage boy sets out to protect his family and survive."
2702724,Sefica,99,2016,5.4,40,42305,63034755,R,"A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget."
2704998,Družabni večer,100,2018,6.9,66,201840,69179066,R,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.
2707858,Yves Saint Laurent,106,2014,6.3,51,11078,716679,R,"A look at the life of French designer Yves Saint-Laurent from the beginning of his career in 1958 when he met his lover and business partner, Pierre Bergé."
2709692,The Grinch,85,2018,6.3,51,45986,270620950,PG,A grumpy Grinch (Benedict Cumberbatch) plots to ruin Christmas for the village of Whoville.
2709768,Skrivno življenje hišnih ljubljenčkov,87,2016,6.5,61,180526,368384330,PG,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
2713180,Bes,134,2014,7.6,64,418701,85817906,R,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
2717822,Heker,133,2015,5.4,51,51476,7097125,R,A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.
2717860,The Riot Club,107,2014,6.0,54,21402,,R,"Two first-year students at Oxford University join the infamous Riot Club, where reputations can be made or destroyed over the course of a single evening."
2718440,Moonwalkers,96,2015,6.1,39,8462,,R,"After failing to locate the legendary Stanley Kubrick, an unstable CIA agent must instead team up with a seedy rock band manager to develop the biggest con of all time-staging the moon landing."
2718492,Ida,82,2013,7.4,91,52135,3827060,PG-13,A novice nun about to take her vows uncovers a family secret dating back to the German occupation.
2719848,Everest,121,2015,7.1,64,194304,43482270,PG-13,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest."
2720680,The Salvation,92,2014,6.7,64,35664,5000,R,"In 1870s America, the fury of a notorious gang leader is unleashed when a peaceful American settler avenges the death of his family. Then as his cowardly fellow townspeople betray him, he is forced to hunt down the outlaws alone."
2725962,What We Did on Our Holiday,95,2014,6.9,54,19596,,PG-13,"A family of five is off to Granddad's big 75th birthday party at an uncle's estate in rural Scotland. The parents are separated and hope their three kids won't mention it. The kids love, can talk with, and will do anything for, Granddad."
2726560,Najdaljsa pot,123,2015,7.1,33,75622,37446117,PG-13,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love."
2737050,"Dva dneva, ena noc",95,2014,7.3,89,44616,1436243,PG-13,"Liège, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job."
2737304,Bird Box,124,2018,6.6,51,271613,,R,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety."
2752200,Mlada in lepa,95,2013,6.7,63,31903,48022,,"After losing her virginity, Isabelle takes up a secret life as a call girl, meeting her clients for hotel-room trysts. Throughout, she remains curiously aloof, showing little interest in the encounters themselves or the money she makes."
2752688,Rosewater,103,2014,6.6,67,10237,3128941,R,Iranian-Canadian journalist Maziar Bahari is detained by Iranian forces who brutally interrogate him under suspicion that he is a spy.
2752758,Devil's Due,89,2014,4.1,34,15971,15818967,R,"After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy."
2752772,Sinister 2,97,2015,5.3,32,47696,27736779,R,A young mother and her twin sons move into a rural house that's marked for death.
2756032,The One I Love,91,2014,7.1,66,34906,511635,R,"A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation."
2758880,Zimsko spanje,196,2014,8.1,88,44555,165520,,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.
2762506,Bacurau,131,2019,7.5,82,17474,,,"After the death of her grandmother, Teresa comes home to her matriarchal village in a near-future Brazil to find a succession of sinister events that mobilizes all of its residents."
2763304,T2 trainspotting,117,2017,7.2,67,111313,2402004,R,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie."
2764784,Phoenix,98,2014,7.3,89,16481,,PG-13,A disfigured Holocaust survivor sets out to determine if the man she loved betrayed her trust.
2771200,Lepotica in zver,129,2017,7.1,65,267973,504014165,PG,"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
2771372,Veronica Mars,107,2014,6.8,62,49998,3319109,PG-13,"Years after walking away from her past as a young private eye, Veronica Mars gets pulled back to her hometown, just in time for her high school reunion, in order to help her old flame Logan Echolls, who's embroiled in a murder mystery."
2776878,Thank You for Your Service,109,2017,6.5,68,11982,9467000,R,"A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield."
